R,GID,X,Y
0.028182829634865326,54,-7.51249997,33.62916653
0.017789339171153874,55,-7.504166637,33.62916653
0.1288209622531556,83,-7.529166637,33.6208332
0.06095025448511244,84,-7.520833303,33.6208332
0.05351334807187846,85,-7.51249997,33.6208332
0.02549346963168438,86,-7.504166637,33.6208332
0.013394473845844915,87,-7.495833303,33.6208332
0.5322768405682338,110,-7.56249997,33.61249987
0.3842545681723991,111,-7.554166636,33.61249987
0.27878912764528835,112,-7.545833303,33.61249987
0.20194926770002095,113,-7.53749997,33.61249987
0.16030144094582746,114,-7.529166637,33.61249987
0.09671994283967415,115,-7.520833303,33.61249987
0.0842729596992894,116,-7.51249997,33.61249987
0.05873807348201655,117,-7.504166637,33.61249987
0.04697853262161852,118,-7.495833303,33.61249987
0.03176817138305688,119,-7.48749997,33.61249987
0.02903720218491483,120,-7.479166637,33.61249987
1.4304585021094969,130,-7.654166636,33.60416653
1.7024585013277154,131,-7.645833303,33.60416653
1.9688739675232099,132,-7.637499969,33.60416653
1.9018495349430489,133,-7.629166636,33.60416653
2.0957489581064226,134,-7.620833303,33.60416653
1.7535539871299364,135,-7.61249997,33.60416653
1.2023827703660461,136,-7.604166636,33.60416653
0.41524561150960365,138,-7.58749997,33.60416653
1.1750992190944187,139,-7.579166636,33.60416653
0.8670129018609848,140,-7.570833303,33.60416653
0.6138927231458491,141,-7.56249997,33.60416653
0.4473769960378669,142,-7.554166636,33.60416653
0.3944480997638512,143,-7.545833303,33.60416653
0.2747333277570076,144,-7.53749997,33.60416653
0.1885375367657056,145,-7.529166637,33.60416653
0.1315999207210426,146,-7.520833303,33.60416653
0.10001995970192624,147,-7.51249997,33.60416653
0.07417320372150255,148,-7.504166637,33.60416653
0.05725494287443537,149,-7.495833303,33.60416653
0.047633877074750704,150,-7.48749997,33.60416653
0.9498585160692362,158,-7.679166636,33.5958332
1.1284661266765468,159,-7.670833303,33.5958332
1.426715723745224,160,-7.662499969,33.5958332
1.7274395094259825,161,-7.654166636,33.5958332
2.033276005667032,162,-7.645833303,33.5958332
2.3153261327038823,163,-7.637499969,33.5958332
2.486149149632209,164,-7.629166636,33.5958332
2.5582448836837464,165,-7.620833303,33.5958332
2.5033403823897227,166,-7.61249997,33.5958332
2.2133640760536513,167,-7.604166636,33.5958332
1.9879325592538382,168,-7.595833303,33.5958332
1.7169557368015298,169,-7.58749997,33.5958332
1.3120521792841713,170,-7.579166636,33.5958332
0.9664687562492442,171,-7.570833303,33.5958332
0.7663227090156726,172,-7.56249997,33.5958332
0.5258109835207169,173,-7.554166636,33.5958332
0.3988520970150043,174,-7.545833303,33.5958332
0.2553712311363877,175,-7.53749997,33.5958332
0.19897573819181325,176,-7.529166637,33.5958332
0.14104731723968267,177,-7.520833303,33.5958332
0.11834030300481777,178,-7.51249997,33.5958332
0.09530426984620999,179,-7.504166637,33.5958332
0.07553080671078186,180,-7.495833303,33.5958332
1.0537125880260687,189,-7.679166636,33.58749987
1.2918800432308633,190,-7.670833303,33.58749987
1.6049180763970015,191,-7.662499969,33.58749987
1.9615192006797053,192,-7.654166636,33.58749987
2.3076546039305033,193,-7.645833303,33.58749987
2.5206099940184226,194,-7.637499969,33.58749987
2.7357585592761393,195,-7.629166636,33.58749987
2.8339507452124506,196,-7.620833303,33.58749987
2.698127298615017,197,-7.61249997,33.58749987
2.535212943279408,198,-7.604166636,33.58749987
2.2397897350345803,199,-7.595833303,33.58749987
1.8077388253997488,200,-7.58749997,33.58749987
1.4694695141433527,201,-7.579166636,33.58749987
0.7776983339159567,202,-7.570833303,33.58749987
0.8488384296415046,203,-7.56249997,33.58749987
0.5842188600075963,204,-7.554166636,33.58749987
0.4478563910580245,205,-7.545833303,33.58749987
0.3003894701859172,206,-7.53749997,33.58749987
0.22202772211349947,207,-7.529166637,33.58749987
0.17438850582323315,208,-7.520833303,33.58749987
0.13294088405702448,209,-7.51249997,33.58749987
0.10532336090576709,210,-7.504166637,33.58749987
0.07796171893586917,211,-7.495833303,33.58749987
0.05627880173682117,212,-7.48749997,33.58749987
0.04016970043998554,213,-7.479166637,33.58749987
0.6564171914850279,217,-7.704166636,33.57916653
0.707467956921933,218,-7.695833303,33.57916653
0.8454397815541617,219,-7.687499969,33.57916653
1.1571285972066339,220,-7.679166636,33.57916653
1.4376305454364822,221,-7.670833303,33.57916653
1.6425909565739594,222,-7.662499969,33.57916653
1.9673074494563363,223,-7.654166636,33.57916653
2.1804830000666993,224,-7.645833303,33.57916653
2.5582793184867736,225,-7.637499969,33.57916653
2.7058664094001705,226,-7.629166636,33.57916653
2.7551968211035414,227,-7.620833303,33.57916653
2.7030822347804384,228,-7.61249997,33.57916653
2.4602855395678036,229,-7.604166636,33.57916653
2.1383249291464894,230,-7.595833303,33.57916653
1.7824656080469656,231,-7.58749997,33.57916653
1.3199320967384307,232,-7.579166636,33.57916653
1.0030340311633883,233,-7.570833303,33.57916653
0.8328397601817699,234,-7.56249997,33.57916653
0.6647818941130099,235,-7.554166636,33.57916653
0.4799684738060873,236,-7.545833303,33.57916653
0.3411056211565099,237,-7.53749997,33.57916653
0.24437268002273566,238,-7.529166637,33.57916653
0.1971932402756418,239,-7.520833303,33.57916653
0.15512218917355253,240,-7.51249997,33.57916653
0.11134841664617168,241,-7.504166637,33.57916653
0.07843454730052442,242,-7.495833303,33.57916653
0.05667118661769807,243,-7.48749997,33.57916653
0.032561667264781935,244,-7.479166637,33.57916653
0.01970171499133619,245,-7.470833303,33.57916653
0.9932605796073756,249,-7.695833303,33.5708332
1.229411533479742,250,-7.687499969,33.5708332
1.3456809645828198,251,-7.679166636,33.5708332
1.5588971072848992,252,-7.670833303,33.5708332
1.6197871762456957,253,-7.662499969,33.5708332
1.9023980499298982,254,-7.654166636,33.5708332
2.0827136834844393,255,-7.645833303,33.5708332
2.2726075044581147,256,-7.637499969,33.5708332
2.3932858787491145,257,-7.629166636,33.5708332
2.4824169947408676,258,-7.620833303,33.5708332
2.4850275420555112,259,-7.61249997,33.5708332
2.1665886382720236,260,-7.604166636,33.5708332
1.9104490423826654,261,-7.595833303,33.5708332
1.576474444839985,262,-7.58749997,33.5708332
1.3403559440803323,263,-7.579166636,33.5708332
0.9780204971453034,264,-7.570833303,33.5708332
0.7735279816282841,265,-7.56249997,33.5708332
0.5705449359906415,266,-7.554166636,33.5708332
0.4517880194665321,267,-7.545833303,33.5708332
0.3714526878270825,268,-7.53749997,33.5708332
0.29681475777985167,269,-7.529166637,33.5708332
0.22611844402148468,270,-7.520833303,33.5708332
0.14988617108634403,271,-7.51249997,33.5708332
0.10139628332817241,272,-7.504166637,33.5708332
0.0721729261410942,273,-7.495833303,33.5708332
0.0521993789158693,274,-7.48749997,33.5708332
0.031853215015990845,275,-7.479166637,33.5708332
1.2701054862526098,281,-7.687499969,33.56249987
1.4203104993519156,282,-7.679166636,33.56249987
1.5103750678505985,283,-7.670833303,33.56249987
1.531405122457456,284,-7.662499969,33.56249987
1.5954163205100627,285,-7.654166636,33.56249987
1.675654114032398,286,-7.645833303,33.56249987
1.8756608671919563,287,-7.637499969,33.56249987
2.061168830091188,288,-7.629166636,33.56249987
1.9813699182238524,289,-7.620833303,33.56249987
2.027180247868209,290,-7.61249997,33.56249987
1.877025750928458,291,-7.604166636,33.56249987
1.639977411791325,292,-7.595833303,33.56249987
1.3294247821985885,293,-7.58749997,33.56249987
1.051698524260729,294,-7.579166636,33.56249987
0.8717554755312542,295,-7.570833303,33.56249987
0.7560091550025753,296,-7.56249997,33.56249987
0.5758278762333655,297,-7.554166636,33.56249987
0.4276041354071174,298,-7.545833303,33.56249987
0.34302436754288135,299,-7.53749997,33.56249987
0.26293525422280406,300,-7.529166637,33.56249987
0.18946414674102108,301,-7.520833303,33.56249987
0.12181027350138166,302,-7.51249997,33.56249987
0.08325044938653223,303,-7.504166637,33.56249987
0.06902104496049237,304,-7.495833303,33.56249987
0.03492765903791123,305,-7.48749997,33.56249987
0.02977633022057039,306,-7.479166637,33.56249987
1.2617628026617476,312,-7.687499969,33.55416653
1.2864843167641373,313,-7.679166636,33.55416653
1.1395602495454653,314,-7.670833303,33.55416653
1.195650614911207,315,-7.662499969,33.55416653
1.3684150234531793,316,-7.654166636,33.55416653
1.347364505708831,317,-7.645833303,33.55416653
1.4420943922100973,318,-7.637499969,33.55416653
1.4677986454196497,319,-7.629166636,33.55416653
1.483940113432942,320,-7.620833303,33.55416653
1.5636157016854177,321,-7.61249997,33.55416653
1.5290931248124182,322,-7.604166636,33.55416653
1.2447455206041977,323,-7.595833303,33.55416653
1.0584494442576986,324,-7.58749997,33.55416653
0.8891033632216092,325,-7.579166636,33.55416653
0.7232410683414773,326,-7.570833303,33.55416653
0.5792598172000482,327,-7.56249997,33.55416653
0.54271228582837,328,-7.554166636,33.55416653
0.4474646813075017,329,-7.545833303,33.55416653
0.2982919487306172,330,-7.53749997,33.55416653
0.2505622059606452,331,-7.529166637,33.55416653
0.0304312164235338,336,-7.48749997,33.55416653
1.075641431827426,344,-7.679166636,33.5458332
1.027883710443377,345,-7.670833303,33.5458332
0.9898796341568811,346,-7.662499969,33.5458332
0.9446599670650754,347,-7.654166636,33.5458332
1.0505549237698466,348,-7.645833303,33.5458332
1.1294160300188298,349,-7.637499969,33.5458332
0.9856952096529599,350,-7.629166636,33.5458332
1.1117418728312283,351,-7.620833303,33.5458332
1.1441126439969607,352,-7.61249997,33.5458332
1.0917224062834077,353,-7.604166636,33.5458332
