origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
"202","2",6.7761040,693.3390811,2.3642810,702.4794661
"203","1",11.1301870,572.3825312,2.4901629,586.0028811
"203","3",11.1301870,549.5579639,3.4647261,564.1528769
"203","16",11.1301870,880.5155091,2.6653095,894.3110056
"203","4",11.1301870,834.2095718,0.4822301,845.8219890
"203","10",11.1301870,876.9159501,2.9794628,891.0255999
"203","9",11.1301870,1871.2735540,2.8057399,1885.2094809
"203","12",11.1301870,1871.2735540,2.8057399,1885.2094809
"203","6",11.1301870,592.7854619,0.6805221,604.5961711
"203","8",11.1301870,837.7030544,3.8251580,852.6583994
"203","5",11.1301870,1067.6458856,5.3872645,1084.1633371
"203","7",11.1301870,680.0869026,1.3512963,692.5683859
"203","15",11.1301870,902.0285840,2.9353627,916.0941337
"203","2",11.1301870,647.3428238,2.3642810,660.8372918
"204","1",5.2017251,638.1019999,2.4901629,645.7938880
"204","3",5.2017251,678.6674644,3.4647261,687.3339156
"204","16",5.2017251,953.0309946,2.6653095,960.8980292
"204","4",5.2017251,963.3190723,0.4822301,969.0030276
"204","10",5.2017251,1006.0254506,2.9794628,1014.2066386
"204","9",5.2017251,2000.3830545,2.8057399,2008.3905195
"204","12",5.2017251,2000.3830545,2.8057399,2008.3905195
"204","6",5.2017251,653.9053615,0.6805221,659.7876087
"204","8",5.2017251,898.8229539,3.8251580,907.8498370
"204","5",5.2017251,1196.7553861,5.3872645,1207.3443757
"204","7",5.2017251,809.1964031,1.3512963,815.7494245
"204","15",5.2017251,787.9509067,2.9353627,796.0879945
"204","2",5.2017251,719.5637218,2.3642810,727.1297279
"205","1",0.0933209,631.9044827,2.4901629,634.4879665
"205","3",0.0933209,733.3946901,3.4647261,736.9527370
"205","16",0.0933209,989.2846057,2.6653095,992.0432361
"205","4",0.0933209,1090.6767488,0.4822301,1091.2522998
"205","10",0.0933209,1133.3831271,2.9794628,1136.4559107
"205","9",0.0933209,2127.7407309,2.8057399,2130.6397917
"205","12",0.0933209,2127.7407309,2.8057399,2130.6397917
"205","6",0.0933209,584.6036271,0.6805221,585.3774701
"205","8",0.0933209,834.0134311,3.8251580,837.9319099
"205","5",0.0933209,1324.1130625,5.3872645,1329.5936479
"205","7",0.0933209,936.5540795,1.3512963,937.9986967
"205","15",0.0933209,652.0157288,2.9353627,655.0444123
"205","2",0.0933209,730.2571593,2.3642810,732.7147612
"206","1",2.9543064,685.0173612,2.4901629,690.4618306
"206","3",2.9543064,926.0876469,3.4647261,932.5066794
"206","16",2.9543064,1042.3974843,2.6653095,1048.0171002
"206","4",2.9543064,1225.3089954,0.4822301,1228.7455320
"206","10",2.9543064,1268.0153737,2.9794628,1273.9491430
"206","9",2.9543064,2262.3729776,2.8057399,2268.1330239
"206","12",2.9543064,2262.3729776,2.8057399,2268.1330239
"206","6",2.9543064,638.3834309,0.6805221,642.0182595
"206","8",2.9543064,887.7932348,3.8251580,894.5726992
"206","5",2.9543064,1458.7453092,5.3872645,1467.0868801
"206","7",2.9543064,1071.1863262,1.3512963,1075.4919290
"206","15",2.9543064,505.6572051,2.9353627,511.5468742
"206","2",2.9543064,783.3700379,2.3642810,788.6886253
"207","1",0.4145090,818.2915239,2.4901629,821.1961958
"207","3",0.4145090,915.5611982,3.4647261,919.4404332
"207","16",0.4145090,1176.6643046,2.6653095,1179.7441231
"207","4",0.4145090,1348.5496495,0.4822301,1349.4463886
"207","10",0.4145090,1391.2560278,2.9794628,1394.6499996
"207","9",0.4145090,2385.6136317,2.8057399,2388.8338805
"207","12",0.4145090,2385.6136317,2.8057399,2388.8338805
"207","6",0.4145090,702.1555265,0.6805221,703.2505577
"207","8",0.4145090,929.7628295,3.8251580,934.0024965
"207","5",0.4145090,1581.9859632,5.3872645,1587.7877368
"207","7",0.4145090,1194.4269803,1.3512963,1196.1927856
"207","15",0.4145090,403.5753621,2.9353627,406.9252338
"207","2",0.4145090,899.7532458,2.3642810,902.5320358
"208","1",6.2399454,902.8078930,2.4901629,911.5380013
"208","3",6.2399454,960.7054184,3.4647261,970.4100898
"208","16",6.2399454,1239.5287318,2.6653095,1248.4339867
"208","4",6.2399454,1461.6918811,0.4822301,1468.4140566
"208","10",6.2399454,1504.3982594,2.9794628,1513.6176676
"208","9",6.2399454,2498.7558633,2.8057399,2507.8015486
"208","12",6.2399454,2498.7558633,2.8057399,2507.8015486
"208","6",6.2399454,725.4383168,0.6805221,732.3587844
"208","8",6.2399454,940.8650670,3.8251580,950.9301704
"208","5",6.2399454,1695.1281949,5.3872645,1706.7554048
"208","7",6.2399454,1307.5692119,1.3512963,1315.1604536
"208","15",6.2399454,344.9500295,2.9353627,354.1253376
"208","2",6.2399454,968.4310659,2.3642810,977.0352923
"209","1",8.6891113,1036.2679775,2.4901629,1047.4472518
"209","3",8.6891113,1046.9110569,3.4647261,1059.0648942
"209","16",8.6891113,1349.6286397,2.6653095,1360.9830605
"209","4",8.6891113,1603.7757511,0.4822301,1612.9470926
"209","10",8.6891113,1646.4821294,2.9794628,1658.1507035
"209","9",8.6891113,2640.8397333,2.8057399,2652.3345845
"209","12",8.6891113,2640.8397333,2.8057399,2652.3345845
"209","6",8.6891113,787.8027397,0.6805221,797.1723732
"209","8",8.6891113,1003.2294900,3.8251580,1015.7437592
"209","5",8.6891113,1837.2120649,5.3872645,1851.2884407
"209","7",8.6891113,1449.6530819,1.3512963,1459.6934895
"209","15",8.6891113,193.4717754,2.9353627,205.0962493
"209","2",8.6891113,1078.5309739,2.3642810,1089.5843661
"210","1",0.9585209,1123.3960795,2.4901629,1126.8447634
"210","3",0.9585209,1191.3375429,3.4647261,1195.7607898
"210","16",0.9585209,1426.5001244,2.6653095,1430.1239547
"210","4",0.9585209,1736.6943734,0.4822301,1738.1351244
"210","10",0.9585209,1779.4007517,2.9794628,1783.3387354
"210","9",0.9585209,2773.7583556,2.8057399,2777.5226164
"210","12",0.9585209,2773.7583556,2.8057399,2777.5226164
"210","6",0.9585209,856.9809472,0.6805221,858.6199902
"210","8",0.9585209,1024.9283515,3.8251580,1029.7120304
"210","5",0.9585209,1970.1306872,5.3872645,1976.4764726
"210","7",0.9585209,1582.5717042,1.3512963,1584.8815214
"210","15",0.9585209,212.2007131,2.9353627,216.0945967
"210","2",0.9585209,1155.4024585,2.3642810,1158.7252604
"211","1",9.4581922,1228.3248835,2.4901629,1240.2732386
"211","3",9.4581922,1320.7471595,3.4647261,1333.6700778
"211","16",9.4581922,1531.4289283,2.6653095,1543.5524300
"211","4",9.4581922,1841.7661050,0.4822301,1851.7065273
"211","10",9.4581922,1884.4724833,2.9794628,1896.9101383
"211","9",9.4581922,2878.8300872,2.8057399,2891.0940192
"211","12",9.4581922,2878.8300872,2.8057399,2891.0940192
"211","6",9.4581922,959.4728940,0.6805221,969.6116084
"211","8",9.4581922,1126.9236851,3.8251580,1140.2070353
"211","5",9.4581922,2075.2024187,5.3872645,2090.0478755
"211","7",9.4581922,1687.6434358,1.3512963,1698.4529243
"211","15",9.4581922,238.6984455,2.9353627,251.0920004
"211","2",9.4581922,1260.3312624,2.3642810,1272.1537356
"212","1",2.1225404,1370.9625629,2.4901629,1375.5752662
"212","3",2.1225404,1401.3709919,3.4647261,1406.9582583
"212","16",2.1225404,1674.0666077,2.6653095,1678.8544576
"212","4",2.1225404,1984.4037844,0.4822301,1987.0085549
"212","10",2.1225404,2027.1101627,2.9794628,2032.2121659
"212","9",2.1225404,3021.4677666,2.8057399,3026.3960469
"212","12",2.1225404,3021.4677666,2.8057399,3026.3960469
"212","6",2.1225404,1102.1105735,0.6805221,1104.9136360
"212","8",2.1225404,1202.7256752,3.8251580,1208.6733736
"212","5",2.1225404,2206.3086047,5.3872645,2213.8184095
"212","7",2.1225404,1830.2811152,1.3512963,1833.7549519
"212","15",2.1225404,347.7925682,2.9353627,352.8504712
"212","2",2.1225404,1402.9689419,2.3642810,1407.4557632
"213","1",12.3254704,1470.9905039,2.4901629,1485.8061373
"213","3",12.3254704,1510.5332041,3.4647261,1526.3234006
"213","16",12.3254704,1774.0945488,2.6653095,1789.0853287
"213","4",12.3254704,2084.5799109,0.4822301,2097.3876115
"213","10",12.3254704,2127.2862892,2.9794628,2142.5912225
"213","9",12.3254704,3121.6438931,2.8057399,3136.7751034
"213","12",12.3254704,3121.6438931,2.8057399,3136.7751034
"213","6",12.3254704,1198.8056373,0.6805221,1211.8116299
"213","8",12.3254704,1290.5343656,3.8251580,1306.6849940
"213","5",12.3254704,2315.4708168,5.3872645,2333.1835518
"213","7",12.3254704,1930.4572417,1.3512963,1944.1340085
"213","15",12.3254704,462.1526793,2.9353627,477.4135124
"213","2",12.3254704,1502.9968829,2.3642810,1517.6866343
"217","1",0.0422393,2064.3563794,2.4901629,2066.8887817
"217","3",0.0422393,1982.8873230,3.4647261,1986.3942884
"217","16",0.0422393,1886.1729122,2.6653095,1888.8804611
"217","4",0.0422393,1243.5524441,0.4822301,1244.0769135
"217","10",0.0422393,1341.9277719,2.9794628,1344.9494740
"217","9",0.0422393,568.1342675,2.8057399,570.9822467
"217","12",0.0422393,568.1342675,2.8057399,570.9822467
"217","6",0.0422393,2350.0445911,0.6805221,2350.7673526
"217","8",0.0422393,2461.8991976,3.8251580,2465.7665949
"217","5",0.0422393,1090.8283184,5.3872645,1096.2578222
"217","7",0.0422393,1394.0069620,1.3512963,1395.4004976
"217","15",0.0422393,2898.8021668,2.9353627,2901.7797688
"217","2",0.0422393,2056.0270804,2.3642810,2058.4336007
"218","1",1.8211402,1963.3348666,2.4901629,1967.6461698
"218","3",1.8211402,1881.8658102,3.4647261,1887.1516765
"218","16",1.8211402,1785.1513994,2.6653095,1789.6378492
"218","4",1.8211402,1142.5309313,0.4822301,1144.8343016
"218","10",1.8211402,1240.9062591,2.9794628,1245.7068621
"218","9",1.8211402,574.6157294,2.8057399,579.2426095
"218","12",1.8211402,574.6157294,2.8057399,579.2426095
"218","6",1.8211402,2249.0230783,0.6805221,2251.5247407
"218","8",1.8211402,2360.8776848,3.8251580,2366.5239830
"218","5",1.8211402,1045.9782535,5.3872645,1053.1866582
"218","7",1.8211402,1292.9854492,1.3512963,1296.1578857
"218","15",1.8211402,2797.7806540,2.9353627,2802.5371569
"218","2",1.8211402,1955.0055676,2.3642810,1959.1909888
"219","1",5.9364436,1820.7261380,2.4901629,1829.1527446
"219","3",5.9364436,1739.2570816,3.4647261,1748.6582513
"219","16",5.9364436,1642.5426708,2.6653095,1651.1444240
"219","4",5.9364436,999.9222026,0.4822301,1006.3408764
"219","10",5.9364436,1098.2975305,2.9794628,1107.2134369
"219","9",5.9364436,585.3816879,2.8057399,594.1238714
"219","12",5.9364436,585.3816879,2.8057399,594.1238714
"219","6",5.9364436,2106.4143497,0.6805221,2113.0313155
"219","8",5.9364436,2218.2689562,3.8251580,2228.0305578
"219","5",5.9364436,903.3695249,5.3872645,914.6932330
"219","7",5.9364436,1150.3767206,1.3512963,1157.6644605
"219","15",5.9364436,2655.1719254,2.9353627,2664.0437317
"219","2",5.9364436,1812.3968390,2.3642810,1820.6975636
"220","1",0.4260944,1717.9875093,2.4901629,1720.9037666
"220","3",0.4260944,1660.0361673,3.4647261,1663.9269877
"220","16",0.4260944,1539.8040421,2.6653095,1542.8954460
"220","4",0.4260944,920.7012884,0.4822301,921.6096129
"220","10",0.4260944,1019.0766162,2.9794628,1022.4821734
"220","9",0.4260944,452.6259441,2.8057399,455.8577783
"220","12",0.4260944,452.6259441,2.8057399,455.8577783
"220","6",0.4260944,2027.1934354,0.6805221,2028.3000519
"220","8",0.4260944,2139.0480419,3.8251580,2143.2992943
"220","5",0.4260944,836.1001254,5.3872645,841.9134843
"220","7",0.4260944,1071.1558063,1.3512963,1072.9331970
"220","15",0.4260944,2575.9510111,2.9353627,2579.3124682
"220","2",0.4260944,1709.6582103,2.3642810,1712.4485857
"221","1",5.4127391,1585.1234202,2.4901629,1593.0263222
"221","3",5.4127391,1505.5802569,3.4647261,1514.4577220
"221","16",5.4127391,1406.9399530,2.6653095,1415.0180016
"221","4",5.4127391,766.2453779,0.4822301,772.1403472
"221","10",5.4127391,864.6207058,2.9794628,873.0129077
"221","9",5.4127391,478.4826506,2.8057399,486.7011295
"221","12",5.4127391,478.4826506,2.8057399,486.7011295
"221","6",5.4127391,1872.7375250,0.6805221,1878.8307862
"221","8",5.4127391,1984.5921315,3.8251580,1993.8300286
"221","5",5.4127391,699.1454566,5.3872645,709.9454602
"221","7",5.4127391,916.6998959,1.3512963,923.4639313
"221","15",5.4127391,2421.4951007,2.9353627,2429.8432025
"221","2",5.4127391,1576.7941212,2.3642810,1584.5711413
"222","1",6.4282744,1452.7617672,2.4901629,1461.6802046
"222","3",6.4282744,1404.1805041,3.4647261,1414.0735046
"222","16",6.4282744,1274.5783000,2.6653095,1283.6718839
"222","4",6.4282744,663.6565276,0.4822301,670.5670322
"222","10",6.4282744,737.3828166,2.9794628,746.7905538
"222","9",6.4282744,534.9821483,2.8057399,544.2161626
"222","12",6.4282744,534.9821483,2.8057399,544.2161626
"222","6",6.4282744,1762.2479532,0.6805221,1769.3567498
"222","8",6.4282744,1874.1025597,3.8251580,1884.3559921
"222","5",6.4282744,630.2455648,5.3872645,642.0611038
"222","7",6.4282744,814.6875709,1.3512963,822.4671416
"222","15",6.4282744,2320.0953479,2.9353627,2329.4589850
"222","2",6.4282744,1444.4324682,2.3642810,1453.2250236
"223","1",3.0483789,1352.4505698,2.4901629,1357.9891116
"223","3",3.0483789,1315.0450483,3.4647261,1321.5581532
"223","16",3.0483789,1174.2671026,2.6653095,1179.9807910
"223","4",3.0483789,542.0312301,0.4822301,545.5618391
"223","10",3.0483789,614.5813942,2.9794628,620.6092359
"223","9",3.0483789,576.5055548,2.8057399,582.3596736
"223","12",3.0483789,576.5055548,2.8057399,582.3596736
"223","6",3.0483789,1651.2507845,0.6805221,1654.9796855
"223","8",3.0483789,1763.1053910,3.8251580,1769.9789279
"223","5",3.0483789,561.5921366,5.3872645,570.0277800
"223","7",3.0483789,724.7217660,1.3512963,729.1214412
"223","15",3.0483789,2230.9598921,2.9353627,2236.9436336
"223","2",3.0483789,1344.1212708,2.3642810,1349.5339307
"224","1",3.8798768,1216.4990128,2.4901629,1222.8690525
"224","3",3.8798768,1231.9568792,3.4647261,1239.3014820
"224","16",3.8798768,1075.3791260,2.6653095,1081.9243123
"224","4",3.8798768,418.5205862,0.4822301,422.8826932
"224","10",3.8798768,482.8682880,2.9794628,489.7276276
"224","9",3.8798768,719.9206935,2.8057399,726.6063102
"224","12",3.8798768,719.9206935,2.8057399,726.6063102
"224","6",3.8798768,1506.4834151,0.6805221,1511.0438141
"224","8",3.8798768,1618.3380216,3.8251580,1626.0430564
"224","5",3.8798768,532.5691434,5.3872645,541.8362847
"224","7",3.8798768,601.2111221,1.3512963,606.4422952
"224","15",3.8798768,2110.5454047,2.9353627,2117.3606442
"224","2",3.8798768,1210.6356721,2.3642810,1216.8798298
"225","1",0.0898096,1109.9302779,2.4901629,1112.5102504
"225","3",0.0898096,1098.8357276,3.4647261,1102.3902632
"225","16",0.0898096,992.7329591,2.6653095,995.4880782
"225","4",0.0898096,269.4960786,0.4822301,270.0681184
"225","10",0.0898096,340.2673040,2.9794628,343.3365764
"225","9",0.0898096,818.3448427,2.8057399,821.2403922
"225","12",0.0898096,818.3448427,2.8057399,821.2403922
"225","6",0.0898096,1389.2350789,0.6805221,1390.0054106
"225","8",0.0898096,1501.0896854,3.8251580,1505.0046529
"225","5",0.0898096,462.1337862,5.3872645,467.6108603
"225","7",0.0898096,452.1866145,1.3512963,453.6277204
"225","15",0.0898096,1961.5208971,2.9353627,1964.5460694
"225","2",0.0898096,1127.8808440,2.3642810,1130.3349345
"226","1",3.1514316,1015.1395743,2.4901629,1020.7811688
"226","3",3.1514316,1004.1095918,3.4647261,1010.7257494
"226","16",3.1514316,909.0754255,2.6653095,914.8921665
"226","4",3.1514316,166.9062259,0.4822301,170.5398876
"226","10",3.1514316,242.1231047,2.9794628,248.2539990
"226","9",3.1514316,921.2325616,2.8057399,927.1897330
"226","12",3.1514316,921.2325616,2.8057399,927.1897330
"226","6",3.1514316,1294.5089431,0.6805221,1298.3408968
"226","8",3.1514316,1406.3635496,3.8251580,1413.3401391
"226","5",3.1514316,449.4865220,5.3872645,458.0252181
"226","7",3.1514316,357.4604787,1.3512963,361.9632066
"226","15",3.1514316,1866.7947613,2.9353627,1872.8815555
"226","2",3.1514316,1037.8085477,2.3642810,1043.3242602
"227","1",5.3330619,909.3692280,2.4901629,917.1924528
"227","3",5.3330619,940.0775701,3.4647261,948.8753580
"227","16",5.3330619,829.6549284,2.6653095,837.6532998
"227","4",5.3330619,77.6447451,0.4822301,83.4600371
"227","10",5.3330619,159.0184572,2.9794628,167.3309819
"227","9",5.3330619,1049.6820437,2.8057399,1057.8208455
"227","12",5.3330619,1049.6820437,2.8057399,1057.8208455
"227","6",5.3330619,1192.4767281,0.6805221,1198.4903122
"227","8",5.3330619,1304.3313346,3.8251580,1313.4895545
"227","5",5.3330619,467.5661691,5.3872645,478.2864955
"227","7",5.3330619,311.5368985,1.3512963,318.2212567
"227","15",5.3330619,1782.5065576,2.9353627,1790.7749822
"227","2",5.3330619,932.0382013,2.3642810,939.7355442
"228","1",1.5341240,755.8836911,2.4901629,759.9079780
"228","3",1.5341240,816.5135868,3.4647261,821.5124369
"228","16",1.5341240,721.3602969,2.6653095,725.5597304
"228","4",1.5341240,145.2367909,0.4822301,147.2531450
"228","10",1.5341240,156.0908363,2.9794628,160.6044231
"228","9",1.5341240,1182.5417906,2.8057399,1186.8816545
"228","12",1.5341240,1182.5417906,2.8057399,1186.8816545
"228","6",1.5341240,1038.9911912,0.6805221,1041.2058374
"228","8",1.5341240,1150.8457977,3.8251580,1156.2050797
"228","5",1.5341240,513.0919199,5.3872645,520.0133084
"228","7",1.5341240,229.0475874,1.3512963,231.9330077
"228","15",1.5341240,1639.1653779,2.9353627,1643.6348645
"228","2",1.5341240,778.5526644,2.3642810,782.4510694
"229","1",4.7743847,647.3153572,2.4901629,654.5799048
"229","3",4.7743847,785.5164198,3.4647261,793.7555305
"229","16",4.7743847,615.2825177,2.6653095,622.7222119
"229","4",4.7743847,262.9107249,0.4822301,268.1673398
"229","10",4.7743847,242.5711301,2.9794628,250.3249776
"229","9",4.7743847,1280.5698935,2.8057399,1288.1500181
"229","12",4.7743847,1280.5698935,2.8057399,1288.1500181
"229","6",4.7743847,930.4228573,0.6805221,935.8777642
"229","8",4.7743847,1042.2774638,3.8251580,1050.8770065
"229","5",4.7743847,601.3480519,5.3872645,611.5097011
"229","7",4.7743847,262.4657031,1.3512963,268.5913841
"229","15",4.7743847,1575.7820869,2.9353627,1583.4918343
"229","2",4.7743847,669.9843305,2.3642810,677.1229962
"230","1",0.1909432,484.8184201,2.4901629,487.4995262
"230","3",0.1909432,733.2388453,3.4647261,736.8945146
"230","16",0.1909432,581.1555848,2.6653095,584.0118375
"230","4",0.1909432,407.0511878,0.4822301,407.7243612
"230","10",0.1909432,379.6561140,2.9794628,382.8265200
"230","9",0.1909432,1420.2830058,2.8057399,1423.2796889
"230","12",0.1909432,1420.2830058,2.8057399,1423.2796889
"230","6",0.1909432,767.9259202,0.6805221,768.7973855
"230","8",0.1909432,879.7805267,3.8251580,883.7966279
"230","5",0.1909432,681.5214405,5.3872645,687.0996482
"230","7",0.1909432,293.9624575,1.3512963,295.5046970
"230","15",0.1909432,1410.3383424,2.9353627,1413.4646482
"230","2",0.1909432,529.4762427,2.3642810,532.0314669
"231","1",0.1689443,390.2214628,2.4901629,392.8805700
"231","3",0.1689443,676.7377236,3.4647261,680.3713939
"231","16",0.1689443,608.7131649,2.6653095,611.5474187
"231","4",0.1689443,526.1938334,0.4822301,526.8450078
"231","10",0.1689443,520.1370156,2.9794628,523.2854227
"231","9",0.1689443,1535.1764576,2.8057399,1538.1511417
"231","12",0.1689443,1535.1764576,2.8057399,1538.1511417
"231","6",0.1689443,665.6104174,0.6805221,666.4598839
"231","8",0.1689443,777.4650239,3.8251580,781.4591262
"231","5",0.1689443,775.9871671,5.3872645,781.5433759
"231","7",0.1689443,388.4281841,1.3512963,389.9484247
"231","15",0.1689443,1282.4348469,2.9353627,1285.5391538
"231","2",0.1689443,434.8792855,2.3642810,437.4125107
"232","1",11.9341510,421.4254305,2.4901629,435.8497445
"232","3",11.9341510,669.7559463,3.4647261,685.1548234
"232","16",11.9341510,694.9908513,2.6653095,709.5903118
"232","4",11.9341510,655.7210112,0.4822301,668.1373924
"232","10",11.9341510,650.1794014,2.9794628,665.0930152
"232","9",11.9341510,1663.1119766,2.8057399,1677.8518674
"232","12",11.9341510,1663.1119766,2.8057399,1677.8518674
"232","6",11.9341510,672.2135383,0.6805221,684.8282115
"232","8",11.9341510,800.5449494,3.8251580,816.3042585
"232","5",11.9341510,889.1573250,5.3872645,906.4787405
"232","7",11.9341510,501.5983420,1.3512963,514.8837893
"232","15",11.9341510,1193.9837907,2.9353627,1208.8533044
"232","2",11.9341510,461.8968338,2.3642810,476.1952658
"233","1",10.4785154,385.4430385,2.4901629,398.4117168
"233","3",10.4785154,644.1390767,3.4647261,658.0823182
"233","16",10.4785154,664.0518729,2.6653095,677.1956979
"233","4",10.4785154,799.3854027,0.4822301,810.3461483
"233","10",10.4785154,793.3285849,2.9794628,806.7865631
"233","9",10.4785154,1796.8409627,2.8057399,1810.1252180
"233","12",10.4785154,1796.8409627,2.8057399,1810.1252180
"233","6",10.4785154,442.3350999,0.6805221,453.4941375
"233","8",10.4785154,687.2526924,3.8251580,701.5563658
"233","5",10.4785154,1035.6616458,5.3872645,1051.5274258
"233","7",10.4785154,648.1026628,1.3512963,659.9324746
"233","15",10.4785154,1007.1817430,2.9353627,1020.5956212
"233","2",10.4785154,430.9578555,2.3642810,443.8006519
"234","1",2.1197456,417.9848183,2.4901629,422.5947268
"234","3",2.1197456,667.4446197,3.4647261,673.0290913
"234","16",2.1197456,757.9200819,2.6653095,762.7051370
"234","4",2.1197456,883.5542935,0.4822301,886.1562692
"234","10",2.1197456,895.3529659,2.9794628,900.4521742
"234","9",2.1197456,1896.4795348,2.8057399,1901.4050203
"234","12",2.1197456,1896.4795348,2.8057399,1901.4050203
"234","6",2.1197456,434.5506669,0.6805221,437.3509346
"234","8",2.1197456,679.4682593,3.8251580,685.4131629
"234","5",2.1197456,1116.9906073,5.3872645,1124.4976173
"234","7",2.1197456,729.4316243,1.3512963,732.9026662
"234","15",2.1197456,892.5802096,2.9353627,897.6353178
"234","2",2.1197456,500.2090272,2.3642810,504.6930538
"235","1",0.7089152,451.7438789,2.4901629,454.9429571
"235","3",0.7089152,745.8829089,3.4647261,750.0565502
"235","16",0.7089152,809.1240020,2.6653095,812.4982267
"235","4",0.7089152,965.0544462,0.4822301,966.2455915
"235","10",0.7089152,1007.7608245,2.9794628,1011.4492025
"235","9",0.7089152,2002.1184284,2.8057399,2005.6330834
"235","12",0.7089152,2002.1184284,2.8057399,2005.6330834
"235","6",0.7089152,456.7888328,0.6805221,458.1782701
"235","8",0.7089152,706.1986367,3.8251580,710.7327099
"235","5",0.7089152,1198.4907599,5.3872645,1204.5869397
"235","7",0.7089152,810.9317770,1.3512963,812.9919885
"235","15",0.7089152,765.9117543,2.9353627,769.5560322
"235","2",0.7089152,550.0965556,2.3642810,553.1697518
"236","1",1.4102739,508.5323655,2.4901629,512.4328023
"236","3",1.4102739,881.4654877,3.4647261,886.3404877
"236","16",1.4102739,875.4916857,2.6653095,879.5672690
"236","4",1.4102739,1100.6370250,0.4822301,1102.5295290
"236","10",1.4102739,1143.3434033,2.9794628,1147.7331400
"236","9",1.4102739,2137.7010072,2.8057399,2141.9170210
"236","12",1.4102739,2137.7010072,2.8057399,2141.9170210
"236","6",1.4102739,424.8393181,0.6805221,426.9301141
"236","8",1.4102739,674.2491220,3.8251580,679.4845539
"236","5",1.4102739,1334.0733388,5.3872645,1340.8708772
"236","7",1.4102739,946.5143558,1.3512963,949.2759260
"236","15",1.4102739,663.8376955,2.9353627,668.1833321
"236","2",1.4102739,589.9940874,2.3642810,593.7686422
"237","1",8.8289142,625.1984732,2.4901629,636.5175504
"237","3",8.8289142,984.7171049,3.4647261,997.0107452
"237","16",8.8289142,952.4987942,2.6653095,963.9930179
"237","4",8.8289142,1218.3674168,0.4822301,1227.6785612
"237","10",8.8289142,1261.0737952,2.9794628,1272.8821722
"237","9",8.8289142,2255.4313990,2.8057399,2267.0660532
"237","12",8.8289142,2255.4313990,2.8057399,2267.0660532
"237","6",8.8289142,478.0440382,0.6805221,487.5534746
"237","8",8.8289142,715.5717799,3.8251580,728.2258521
"237","5",8.8289142,1451.8037306,5.3872645,1466.0199094
"237","7",8.8289142,1064.2447476,1.3512963,1074.4249582
"237","15",8.8289142,555.8061538,2.9353627,567.5704307
"237","2",8.8289142,681.4011283,2.3642810,692.5943236
"238","1",4.2920316,751.6313150,2.4901629,758.4135096
"238","3",4.2920316,1034.4901592,3.4647261,1042.2469169
"238","16",4.2920316,1076.9336458,2.6653095,1083.8909869
"238","4",4.2920316,1344.8002586,0.4822301,1349.5745204
"238","10",4.2920316,1387.5066369,2.9794628,1394.7781314
"238","9",4.2920316,2381.8642408,2.8057399,2388.9620123
"238","12",4.2920316,2381.8642408,2.8057399,2388.9620123
"238","6",4.2920316,576.9686664,0.6805221,581.9412202
"238","8",4.2920316,792.3954167,3.8251580,800.5126063
"238","5",4.2920316,1578.2365724,5.3872645,1587.9158685
"238","7",4.2920316,1190.6775894,1.3512963,1196.3209174
"238","15",4.2920316,476.2119676,2.9353627,483.4393619
"238","2",4.2920316,805.8359800,2.3642810,812.4922926
"239","1",5.5468746,849.9092782,2.4901629,857.9463157
"239","3",5.5468746,1102.3774024,3.4647261,1111.3890031
"239","16",5.5468746,1153.0133230,2.6653095,1161.2255070
"239","4",5.5468746,1463.2075720,0.4822301,1469.2366767
"239","10",5.5468746,1505.9139503,2.9794628,1514.4402877
"239","9",5.5468746,2500.2715542,2.8057399,2508.6241687
"239","12",5.5468746,2500.2715542,2.8057399,2508.6241687
"239","6",5.5468746,583.4941458,0.6805221,589.7215425
"239","8",5.5468746,798.9208960,3.8251580,808.2929286
"239","5",5.5468746,1696.6438858,5.3872645,1707.5780249
"239","7",5.5468746,1309.0849028,1.3512963,1315.9830737
"239","15",5.5468746,433.9366044,2.9353627,442.4188416
"239","2",5.5468746,881.9156571,2.3642810,889.8268127
"240","1",2.0158500,944.3485251,2.4901629,948.8545380
"240","3",2.0158500,1241.8916023,3.4647261,1247.3721783
"240","16",2.0158500,1247.4525699,2.6653095,1252.1337294
"240","4",2.0158500,1557.7897466,0.4822301,1560.2878267
"240","10",2.0158500,1600.4961249,2.9794628,1605.4914377
"240","9",2.0158500,2594.8537288,2.8057399,2599.6753186
"240","12",2.0158500,2594.8537288,2.8057399,2599.6753186
"240","6",2.0158500,675.4965356,0.6805221,678.1929077
"240","8",2.0158500,836.0925335,3.8251580,841.9335415
"240","5",2.0158500,1791.2260604,5.3872645,1798.6291748
"240","7",2.0158500,1403.6670774,1.3512963,1407.0342237
"240","15",2.0158500,358.3259839,2.9353627,363.2771965
"240","2",2.0158500,976.3549041,2.3642810,980.7350350
"241","1",5.4531344,1070.3848915,2.4901629,1078.3281888
"241","3",5.4531344,1314.0421335,3.4647261,1322.9599940
"241","16",5.4531344,1373.4889363,2.6653095,1381.6073802
"241","4",5.4531344,1683.8261130,0.4822301,1689.7614775
"241","10",5.4531344,1726.5324913,2.9794628,1734.9650885
"241","9",5.4531344,2720.8900952,2.8057399,2729.1489695
"241","12",5.4531344,2720.8900952,2.8057399,2729.1489695
"241","6",5.4531344,801.5329020,0.6805221,807.6665586
